n=5    E_DFT=  -39.696202  Re=   -7.148476  Im=-911484.038509
n=6    E_DFT=  -39.570622  Re=   -1.095401  Im=-183141.519156
n=7    E_DFT=  -39.568904  Re=   -1.737185  Im=-42770.751784
n=8    E_DFT=  -17.545459  Re=   24.186638  Im=63145.596378
n=9    E_DFT=  -17.506052  Re=   32.907518  Im=55946.494263
n=10   E_DFT=  -17.368638  Re=   61.875311  Im=-52001.543407
n=11   E_DFT=  -17.365581  Re=   73.684078  Im=-54001.869108
n=12   E_DFT=  -10.630585  Re=  -75.412409  Im=-448074.902155
n=13   E_DFT=  -10.619144  Re=  -68.360800  Im=-499727.287784
n=14   E_DFT=  -10.254310  Re= -235.829786  Im=670474.433222
n=15   E_DFT=  -10.244388  Re= -274.400218  Im=584182.634243
n=16   E_DFT=   -9.147465  Re= -119.354825  Im=465725.506478
n=17   E_DFT=   -9.142129  Re= -136.507694  Im=408580.370807
n=18   E_DFT=   -8.577062  Re= -181.641535  Im=-1338682.837559
n=19   E_DFT=   -8.560046  Re= -164.285592  Im=-1370560.607494
n=20   E_DFT=   -7.703408  Re=   14.402872  Im=393806.213925
n=21   E_DFT=   -7.638031  Re=   11.399732  Im=484414.408502
n=22   E_DFT=   -7.117239  Re=    1.889586  Im=199643.944018
n=23   E_DFT=   -7.105359  Re=    3.365707  Im=139733.779982
n=24   E_DFT=   -5.867656  Re=  -45.820861  Im=-454483.834525
n=25   E_DFT=   -5.764843  Re=  -50.301228  Im=-416999.686911
n=26   E_DFT=   -3.108350  Re=  155.503810  Im=-8321928.295012
n=27   E_DFT=   -3.088701  Re=  156.240695  Im=-7499866.952314
n=28   E_DFT=   -2.527624  Re=   76.643398  Im=6177397.400791
n=29   E_DFT=   -2.424766  Re=   62.103667  Im=6728481.037047
n=30   E_DFT=   -2.018792  Re=   67.617027  Im=2713340.930641
n=31   E_DFT=   -2.013997  Re=   51.265812  Im=2668978.150770
n=32   E_DFT=   -0.900245  Re=  186.673523  Im=-142688.131228
n=33   E_DFT=   -0.871182  Re=  192.404124  Im=-168597.479897
n=34   E_DFT=    1.945959  Re=   69.024278  Im=1604367.635555
n=35   E_DFT=    1.983576  Re=   63.117352  Im=1610034.321350
n=36   E_DFT=    3.821248  Re=   10.400406  Im=422899.655714
n=37   E_DFT=    3.848374  Re=   39.155367  Im=1095846.935755
n=38   E_DFT=    3.878466  Re=   31.433062  Im=913058.507301
n=39   E_DFT=    3.888878  Re=    6.187376  Im=320123.784729
n=40   E_DFT=    4.941531  Re=  -74.593456  Im=1084625.762376
n=41   E_DFT=    4.945480  Re=  -68.498525  Im=1146477.410716
n=42   E_DFT=    5.062530  Re=  -20.093391  Im=-3661934.997979
n=43   E_DFT=    5.065575  Re=  -14.029439  Im=-3614734.156104
n=44   E_DFT=    5.970855  Re=    3.438522  Im=355262.083298
n=45   E_DFT=    5.985585  Re=    2.347651  Im=626097.328072
n=46   E_DFT=    7.712103  Re=  -42.030551  Im=-138456.303765
n=47   E_DFT=    7.716249  Re=  -35.992008  Im=-122850.251109
n=48   E_DFT=    8.225857  Re=   40.248991  Im=913002.258966
n=49   E_DFT=    8.236303  Re=   45.282157  Im=872657.814591
n=50   E_DFT=    9.059446  Re=   -5.552607  Im=138276.501441
n=51   E_DFT=    9.065216  Re=   -4.869124  Im=104745.245487
n=52   E_DFT=    9.639265  Re=  146.076090  Im=3008800.656919
n=53   E_DFT=    9.642212  Re=  138.750795  Im=3076189.840988
n=54   E_DFT=   10.407414  Re=   31.796160  Im=-897469.486049
n=55   E_DFT=   10.439783  Re=   33.802745  Im=-946375.356722
n=56   E_DFT=   11.974969  Re=   18.770274  Im=-765310.437829
n=57   E_DFT=   11.982246  Re=   19.169941  Im=-882481.525296
n=58   E_DFT=   13.134243  Re=   16.595211  Im=86339.100702
n=59   E_DFT=   13.137581  Re=   19.307533  Im=80694.848646
n=60   E_DFT=   13.174720  Re=   25.681243  Im=-247819.187943
n=61   E_DFT=   13.179388  Re=   26.004658  Im=-241894.449532
n=62   E_DFT=   14.314042  Re=   31.892568  Im=-171580.780729
n=63   E_DFT=   14.317398  Re=   33.069665  Im=-184491.419249
n=64   E_DFT=   14.782155  Re=   40.802347  Im=494152.694805
n=65   E_DFT=   14.823564  Re=   40.608415  Im=503567.488436
n=66   E_DFT=   15.868750  Re=   86.171386  Im=-372044.167567
n=67   E_DFT=   15.902549  Re=   87.098788  Im=-348722.398978
n=68   E_DFT=   16.231173  Re=   45.290884  Im=-64692.976359
n=69   E_DFT=   16.237868  Re=   44.907050  Im=-80311.511455
n=70   E_DFT=   16.957432  Re=   58.562255  Im=373318.657151
n=71   E_DFT=   16.962787  Re=   57.341929  Im=373724.080084
n=72   E_DFT=   17.403842  Re=   14.996561  Im=868774.214842
n=73   E_DFT=   17.455890  Re=   16.500102  Im=945198.760069
n=74   E_DFT=   17.926375  Re=   71.199410  Im=-849366.522644
n=75   E_DFT=   17.928272  Re=   77.728813  Im=-862530.243281
n=76   E_DFT=   18.305844  Re=   87.791632  Im=-535877.896799
n=77   E_DFT=   18.308611  Re=   89.111955  Im=-522697.808708
n=78   E_DFT=   19.025700  Re=   53.779858  Im=294350.259020
n=79   E_DFT=   19.025795  Re=   63.141322  Im=298515.924475
n=80   E_DFT=   19.939293  Re=  146.491235  Im=-425178.041243
n=81   E_DFT=   19.940021  Re=  146.497248  Im=-410709.630297
n=82   E_DFT=   19.999146  Re=  143.287142  Im=-536858.755113
n=83   E_DFT=   20.005207  Re=  145.197083  Im=-528739.400627
n=84   E_DFT=   21.135551  Re=  213.232645  Im=-106620.671947
n=85   E_DFT=   21.153859  Re=  214.458657  Im=-82080.223455
n=86   E_DFT=   21.528329  Re=  122.301868  Im=-521366.268849
n=87   E_DFT=   21.532853  Re=  125.233546  Im=-505295.200191
n=88   E_DFT=   22.096328  Re=  130.943011  Im=1246279.739710
n=89   E_DFT=   22.098253  Re=  127.574041  Im=1296055.071111
n=90   E_DFT=   22.640336  Re=  142.850355  Im=-1046678.174395
n=91   E_DFT=   22.645723  Re=  144.006505  Im=-1044266.233411
n=92   E_DFT=   22.798622  Re=  166.651291  Im=-864476.798655
n=93   E_DFT=   22.799400  Re=  166.281095  Im=-888213.622749
n=94   E_DFT=   23.679958  Re=   66.092189  Im=252271.837210
n=95   E_DFT=   23.683919  Re=   71.566192  Im=266382.261411
n=96   E_DFT=   23.952064  Re=   76.859958  Im=-402837.034133
n=97   E_DFT=   23.979212  Re=   75.565210  Im=-411644.108614
n=98   E_DFT=   24.160332  Re=  146.281806  Im=298767.058984
n=99   E_DFT=   24.160700  Re=  147.162654  Im=328512.104598

k-point 10:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.453770  Re=  -17.558334  Im=288348.099493
n=1    E_DFT=  -65.453768  Re=  -17.338404  Im=285787.585414
n=2    E_DFT=  -42.170481  Re=  -53.367181  Im=1910806.754583
n=3    E_DFT=  -42.163240  Re=  -21.574507  Im=35146.467027
n=4    E_DFT=  -39.636360  Re=  -21.820219  Im=-417761.125507
n=5    E_DFT=  -39.634236  Re=   -9.442422  Im=-682568.829685
n=6    E_DFT=  -39.534291  Re=  -43.722645  Im=817599.396652
n=7    E_DFT=  -39.525881  Re=  -19.235719  Im=-616857.237158
n=8    E_DFT=  -18.334010  Re=  360.002536  Im=-289638.449871
n=9    E_DFT=  -18.318231  Re=  375.638180  Im=-309077.400132
n=10   E_DFT=  -17.722536  Re=  299.153286  Im=-389265.692498
n=11   E_DFT=  -17.721166  Re=  296.410648  Im=-388453.388153
n=12   E_DFT=  -10.245735  Re= -970.899493  Im=1823457.640019
n=13   E_DFT=  -10.220717  Re= -989.874575  Im=1903471.843761
n=14   E_DFT=   -9.056407  Re=   56.259588  Im=-1365746.100727
n=15   E_DFT=   -9.046129  Re=   35.523746  Im=-1359354.703174
n=16   E_DFT=   -9.017569  Re= -262.894354  Im=-323377.585326
n=17   E_DFT=   -8.988062  Re= -265.672353  Im=-284264.655912
n=18   E_DFT=   -8.542474  Re=-2708.197287  Im=261774.374105
n=19   E_DFT=   -8.516204  Re=-2728.011801  Im=319360.478188
n=20   E_DFT=   -7.289162  Re= -323.182009  Im=-2816787.853731
n=21   E_DFT=   -7.213013  Re= -328.523583  Im=-2542386.803235
n=22   E_DFT=   -6.417986  Re= -182.281885  Im=173777.823419
n=23   E_DFT=   -6.383177  Re= -186.116867  Im=271537.787826
n=24   E_DFT=   -6.168057  Re=  -94.672401  Im=-5731373.862559
n=25   E_DFT=   -6.099043  Re=  -18.929460  Im=-5831812.573709
n=26   E_DFT=   -3.445813  Re=  251.903731  Im=3252620.096185
n=27   E_DFT=   -3.384031  Re=  422.369249  Im=4318935.193049
n=28   E_DFT=   -2.847929  Re= 1115.587097  Im=2038618.513899
n=29   E_DFT=   -2.831975  Re= 1178.333989  Im=3039152.822854
n=30   E_DFT=   -2.645257  Re= -815.259120  Im=-1379214.909144
n=31   E_DFT=   -2.592549  Re= -869.081690  Im=-1451830.280317
n=32   E_DFT=   -1.170746  Re= 3663.240943  Im=3508878.206166
n=33   E_DFT=   -1.137569  Re= 3657.510538  Im=3531115.549888
n=34   E_DFT=    3.626558  Re= 1225.947609  Im=-320147.237739
n=35   E_DFT=    3.659790  Re= 1216.580627  Im=-288438.905893
n=36   E_DFT=    4.108825  Re= -119.568418  Im=313075.298729
n=37   E_DFT=    4.114094  Re= -115.188504  Im=306842.769899
n=38   E_DFT=    4.242546  Re= -148.215211  Im=1708277.326410
n=39   E_DFT=    4.333528  Re= -159.649608  Im=1750884.094495
n=40   E_DFT=    4.972503  Re= -111.641388  Im=-259385.875624
n=41   E_DFT=    4.977818  Re=  -84.212822  Im=-394285.715819
n=42   E_DFT=    5.116611  Re=  554.912675  Im=-1294342.370586
n=43   E_DFT=    5.119130  Re=  567.287074  Im=-1353758.526618
n=44   E_DFT=    6.377226  Re=-1128.499026  Im=2676575.685140
n=45   E_DFT=    6.460976  Re=-1313.409924  Im=2581957.545093
n=46   E_DFT=    6.974872  Re= -279.173739  Im=-481813.347526
n=47   E_DFT=    7.009344  Re= -355.084117  Im=-558343.650762
n=48   E_DFT=    7.026518  Re= -207.685317  Im=-456344.365737
n=49   E_DFT=    7.073719  Re=   65.284789  Im=-372562.881425
n=50   E_DFT=    7.846986  Re=  303.528995  Im=485740.409702
n=51   E_DFT=    7.849614  Re=  310.926290  Im=507852.309118
n=52   E_DFT=    9.209836  Re=  -17.018971  Im=578548.660223
n=53   E_DFT=    9.248774  Re=   -6.040686  Im=587177.342323
n=54   E_DFT=    9.762895  Re=  118.294518  Im=-2059958.390237
n=55   E_DFT=    9.769431  Re=  130.393022  Im=-2085325.816693
n=56   E_DFT=   10.615497  Re=   23.457976  Im=2427782.406138
n=57   E_DFT=   10.660545  Re=  -10.208469  Im=2644570.803085
n=58   E_DFT=   12.076228  Re= -352.457587  Im=1743424.888315
n=59   E_DFT=   12.097790  Re= -356.478451  Im=1781206.445324
n=60   E_DFT=   14.435838  Re=  240.648601  Im=-202383.171389
n=61   E_DFT=   14.441038  Re=  221.026772  Im=-201890.568997
n=62   E_DFT=   15.090692  Re=  657.260951  Im=-257066.458637
n=63   E_DFT=   15.093921  Re=  578.060111  Im=-206045.406201
n=64   E_DFT=   15.220725  Re=  884.445090  Im=43986.968874
n=65   E_DFT=   15.223438  Re=  887.863747  Im=46090.750908
n=66   E_DFT=   15.554058  Re=   18.953646  Im=645059.438393
n=67   E_DFT=   15.554321  Re=   17.040743  Im=635273.410162
n=68   E_DFT=   15.934143  Re= -160.217583  Im=-1678685.320944
n=69   E_DFT=   15.970723  Re= -154.295798  Im=-1692275.957607
n=70   E_DFT=   16.783729  Re=  393.726762  Im=-100244.899644
n=71   E_DFT=   16.785562  Re=  395.918951  Im=-107442.115844
n=72   E_DFT=   16.917464  Re=   49.968604  Im=-42345.365949
n=73   E_DFT=   16.921490  Re=   52.384724  Im=-46902.908527
n=74   E_DFT=   17.693825  Re=   51.110044  Im=53409.391676
n=75   E_DFT=   17.743617  Re=   51.837237  Im=34301.438484
n=76   E_DFT=   18.030567  Re=  115.993087  Im=-374500.509115
n=77   E_DFT=   18.035051  Re=  115.897819  Im=-375178.315104
n=78   E_DFT=   19.504283  Re=  338.838418  Im=748495.763861
n=79   E_DFT=   19.513777  Re=  349.836891  Im=784716.163913
n=80   E_DFT=   19.632764  Re=  552.969626  Im=1032267.647352
n=81   E_DFT=   19.640344  Re=  513.857349  Im=959499.490368
n=82   E_DFT=   19.713689  Re=  520.256658  Im=255090.422313
n=83   E_DFT=   19.760134  Re=  498.049960  Im=110368.378602
n=84   E_DFT=   21.307646  Re= -229.920306  Im=1518262.179176
n=85   E_DFT=   21.392890  Re= -213.725173  Im=2022979.374192
n=86   E_DFT=   21.447627  Re= -310.383706  Im=-1652796.753431
n=87   E_DFT=   21.468243  Re= -292.393960  Im=-1251355.494302
n=88   E_DFT=   22.135011  Re=  118.349983  Im=-204817.464107
n=89   E_DFT=   22.137843  Re=  117.958196  Im=-193447.798190
n=90   E_DFT=   22.483378  Re= -576.193935  Im=130716.800386
n=91   E_DFT=   22.486114  Re= -602.429185  Im=145364.141559
n=92   E_DFT=   23.579833  Re=  466.655608  Im=-874161.250896
n=93   E_DFT=   23.587966  Re=  460.506598  Im=-947827.573611
n=94   E_DFT=   23.734400  Re=  841.808342  Im=655107.055367
n=95   E_DFT=   23.740290  Re=  839.385510  Im=671997.560053
n=96   E_DFT=   24.301640  Re=  428.496789  Im=871235.243285
n=97   E_DFT=   24.324380  Re=  478.750104  Im=970852.005423
n=98   E_DFT=   24.372062  Re=   75.911948  Im=-103894.804842
n=99   E_DFT=   24.374801  Re=   57.127105  Im=-145361.163861

k-point 11:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.465980  Re=  -38.537971  Im=174784.006186
n=1    E_DFT=  -65.465980  Re=  -35.177024  Im=192236.221461
n=2    E_DFT=  -42.126171  Re=  -18.324097  Im=-135924.509511
n=3    E_DFT=  -42.126171  Re=  -47.611713  Im=1511375.168153
n=4    E_DFT=  -39.593525  Re=   14.767387  Im=-760037.798670
n=5    E_DFT=  -39.593525  Re=    1.546447  Im=36927.974141
n=6    E_DFT=  -39.464894  Re=   -9.097004  Im=-1094526.083627
n=7    E_DFT=  -39.464894  Re=  -70.593582  Im=1125600.172306
n=8    E_DFT=  -18.989633  Re=  188.857047  Im=-387454.953654
n=9    E_DFT=  -18.989633  Re=  169.695570  Im=-379608.858957
n=10   E_DFT=  -18.014211  Re= -559.760409  Im=273377.609599
n=11   E_DFT=  -18.014211  Re= -556.584156  Im=273051.847918
n=12   E_DFT=  -10.482477  Re=-1122.726403  Im=1664918.995844
n=13   E_DFT=  -10.482477  Re=-1104.106711  Im=1655365.690238
n=14   E_DFT=   -8.606805  Re=   55.744073  Im=-952409.451111
n=15   E_DFT=   -8.606805  Re=   53.635350  Im=-1151921.735085
n=16   E_DFT=   -8.256205  Re= -300.424975  Im=21166.474791
n=17   E_DFT=   -8.256205  Re= -258.619479  Im=21351.657961
n=18   E_DFT=   -7.436883  Re=  871.502719  Im=-15271.228008
n=19   E_DFT=   -7.436883  Re=  916.060915  Im=-30094.027742
n=20   E_DFT=   -7.317435  Re=  615.463626  Im=213493.946007
n=21   E_DFT=   -7.317435  Re=  605.597775  Im=315574.864425
n=22   E_DFT=   -6.409754  Re=  444.670410  Im=-181028.933656
n=23   E_DFT=   -6.409754  Re=  428.306276  Im=-104846.550485
n=24   E_DFT=   -5.682858  Re= 1113.561957  Im=-4866530.692153
n=25   E_DFT=   -5.682858  Re=  981.721662  Im=-4654089.877262
n=26   E_DFT=   -3.039476  Re= -566.695139  Im=3595251.993835
n=27   E_DFT=   -3.039476  Re= -184.042022  Im=4152965.680737
n=28   E_DFT=   -2.737514  Re=-1640.022367  Im=-583027.912733
n=29   E_DFT=   -2.737514  Re=-1068.220825  Im=333372.505634
n=30   E_DFT=   -2.697310  Re=-1575.001985  Im=-300309.516714
n=31   E_DFT=   -2.697310  Re=-1005.550330  Im=482538.018959
n=32   E_DFT=   -1.968022  Re=-1400.179331  Im=-1284977.597692
n=33   E_DFT=   -1.968022  Re=-1105.155667  Im=-824307.834691
n=34   E_DFT=    2.575040  Re=   70.376357  Im=-322305.383970
n=35   E_DFT=    2.575040  Re=   73.519968  Im=-329122.875591
n=36   E_DFT=    4.137787  Re=  740.509481  Im=369353.192000
n=37   E_DFT=    4.137787  Re=  740.212722  Im=391252.998270
n=38   E_DFT=    4.498559  Re=  182.124702  Im=-358972.791499
n=39   E_DFT=    4.498559  Re=  180.754117  Im=-360212.030353
n=40   E_DFT=    5.011376  Re=  842.984600  Im=1043913.040752
n=41   E_DFT=    5.011376  Re=  896.844182  Im=1092780.790994
n=42   E_DFT=    5.208688  Re=    7.345237  Im=260895.961699
n=43   E_DFT=    5.208688  Re=    3.497923  Im=262548.745236
n=44   E_DFT=    6.274246  Re=  365.917741  Im=-146410.128770
n=45   E_DFT=    6.274246  Re=  357.911904  Im=-153689.148310
n=46   E_DFT=    6.755119  Re=  -51.100988  Im=245442.119723
n=47   E_DFT=    6.755119  Re=  -37.091747  Im=270269.537467
n=48   E_DFT=    7.214025  Re= -917.151447  Im=-1662696.546656
n=49   E_DFT=    7.214025  Re= -940.077744  Im=-1693483.318262
n=50   E_DFT=    7.784789  Re=   67.920380  Im=150510.057983
n=51   E_DFT=    7.784789  Re=   68.131288  Im=129568.328415
n=52   E_DFT=    9.124074  Re= 1291.739812  Im=39832.237106
n=53   E_DFT=    9.124074  Re= 1310.289372  Im=10852.456250
n=54   E_DFT=    9.888652  Re=  361.816141  Im=980236.359788
n=55   E_DFT=    9.888653  Re=  532.017711  Im=426085.176085
n=56   E_DFT=   10.280469  Re=  110.849850  Im=1719053.570798
n=57   E_DFT=   10.280469  Re=  289.271049  Im=1077024.373035
n=58   E_DFT=   11.412548  Re=  468.373416  Im=286038.432250
n=59   E_DFT=   11.412548  Re=  478.992251  Im=234202.431471
n=60   E_DFT=   12.579027  Re=   48.911139  Im=34697.525864
n=61   E_DFT=   12.579027  Re=   52.211667  Im=32852.505725
n=62   E_DFT=   13.626960  Re=  141.624093  Im=-58645.711740
n=63   E_DFT=   13.626960  Re=  142.401147  Im=-63040.795964
n=64   E_DFT=   15.232399  Re=  413.300173  Im=-77752.414229
n=65   E_DFT=   15.232399  Re=  414.558522  Im=-68881.797989
n=66   E_DFT=   15.261285  Re=  534.842673  Im=308612.625595
n=67   E_DFT=   15.261285  Re=  528.072279  Im=350775.865969
n=68   E_DFT=   16.200348  Re=  232.443289  Im=-13699.544745
n=69   E_DFT=   16.200348  Re=  234.592977  Im=-27275.139800
n=70   E_DFT=   16.815713  Re=  185.010264  Im=-180257.380616
n=71   E_DFT=   16.815713  Re=  187.004187  Im=-189752.763079
n=72   E_DFT=   17.301589  Re=  588.500627  Im= 4420.660567
n=73   E_DFT=   17.301589  Re=  583.499705  Im=40658.712698
n=74   E_DFT=   17.627895  Re=  395.230012  Im=763266.809648
n=75   E_DFT=   17.627895  Re=  357.354286  Im=882931.858243
n=76   E_DFT=   18.613624  Re=  -92.821759  Im=-1555190.962749
n=77   E_DFT=   18.613625  Re=  -62.370803  Im=-989263.634839
n=78   E_DFT=   18.800892  Re=  480.440330  Im=258792.067279
n=79   E_DFT=   18.800893  Re=  599.770271  Im=531043.891680
n=80   E_DFT=   19.943876  Re=   44.367995  Im=-77306.303594
n=81   E_DFT=   19.943876  Re=   93.125607  Im=-216395.825122
n=82   E_DFT=   20.086100  Re=  703.860528  Im=-39368.570383
n=83   E_DFT=   20.086100  Re=  706.016177  Im=-53812.760520
n=84   E_DFT=   21.051086  Re=   41.689833  Im=665749.855657
n=85   E_DFT=   21.051086  Re=   39.955230  Im=659913.630388
n=86   E_DFT=   21.767448  Re=  282.622159  Im=-23549.733383
n=87   E_DFT=   21.767448  Re=  281.896403  Im=-24069.869165
n=88   E_DFT=   21.956563  Re= -301.303657  Im=555262.567357
n=89   E_DFT=   21.956563  Re= -282.809057  Im=514150.655392
n=90   E_DFT=   22.406965  Re=  267.243282  Im=87872.557156
n=91   E_DFT=   22.406966  Re=  295.143624  Im=94547.667714
n=92   E_DFT=   24.302515  Re= -244.421280  Im=1326880.581453
n=93   E_DFT=   24.302515  Re= -203.094383  Im=1423411.064215
n=94   E_DFT=   24.837782  Re= -221.464270  Im=-1199556.236460
n=95   E_DFT=   24.837783  Re= -278.865906  Im=-959057.266461
n=96   E_DFT=   24.923395  Re=   25.974291  Im=-60237.102799
n=97   E_DFT=   24.923396  Re=  -33.939125  Im=196792.817865
n=98   E_DFT=   25.307746  Re= -350.266289  Im=336197.835084
n=99   E_DFT=   25.307746  Re= -487.704352  Im=-173388.241021

k-point 12:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.505204  Re= -135.234504  Im=100196.803482
n=1    E_DFT=  -65.505204  Re= -137.024290  Im=107504.173883
n=2    E_DFT=  -42.186763  Re=  -16.423349  Im=1333263.935395
n=3    E_DFT=  -42.186763  Re=  -11.786379  Im=-16685.166282
n=4    E_DFT=  -39.675143  Re=  -20.295024  Im=149217.403530
n=5    E_DFT=  -39.675143  Re=  -15.050506  Im=-342847.812309
n=6    E_DFT=  -39.538429  Re=   -3.546327  Im=-69655.672851
n=7    E_DFT=  -39.538429  Re=    1.678811  Im=-742146.216080
n=8    E_DFT=  -18.072903  Re=  -48.969881  Im=-309121.861850
n=9    E_DFT=  -18.072903  Re=  -51.843359  Im=-330486.487354
n=10   E_DFT=  -17.618198  Re= -143.961307  Im=-490129.774593
n=11   E_DFT=  -17.618198  Re= -142.098203  Im=-504016.037750
n=12   E_DFT=  -10.544596  Re=   90.747280  Im=1380932.331773
n=13   E_DFT=  -10.544596  Re=   94.610199  Im=1289533.301476
n=14   E_DFT=   -9.558854  Re=    2.522265  Im=417248.321011
n=15   E_DFT=   -9.558854  Re=    6.724757  Im=414649.405519
n=16   E_DFT=   -9.179243  Re=  -77.411453  Im=-1849103.759995
n=17   E_DFT=   -9.179243  Re=  -80.619511  Im=-1775139.699110
n=18   E_DFT=   -8.134597  Re=  353.128026  Im=104019.401165
n=19   E_DFT=   -8.134597  Re=  362.401561  Im=136157.643905
n=20   E_DFT=   -7.026315  Re=  144.466389  Im=31762.710148
n=21   E_DFT=   -7.026315  Re=  144.993315  Im=-12708.037985
n=22   E_DFT=   -6.612773  Re=   27.571633  Im=-608306.959869
n=23   E_DFT=   -6.612771  Re=  112.551954  Im=77515.313599
n=24   E_DFT=   -6.332734  Re=  125.231330  Im=-7989317.426511
n=25   E_DFT=   -6.332732  Re=  219.586537  Im=-7213416.759834
n=26   E_DFT=   -3.126287  Re= -145.658254  Im=4541509.872634
n=27   E_DFT=   -3.126286  Re= -145.036777  Im=-3307945.039446
n=28   E_DFT=   -2.998807  Re= -371.757055  Im=10387076.147759
n=29   E_DFT=   -2.998805  Re= -343.446281  Im=2768480.829285
n=30   E_DFT=   -1.891624  Re=  143.258777  Im=2146978.583808
n=31   E_DFT=   -1.891623  Re=  107.361961  Im=1791956.002006
n=32   E_DFT=   -1.279015  Re= -814.079865  Im=-108493.928275
n=33   E_DFT=   -1.279014  Re= -886.363459  Im=-389069.813329
n=34   E_DFT=    2.651931  Re=   38.358861  Im=1357603.840737
n=35   E_DFT=    2.651931  Re=   39.561412  Im=1380242.941681
n=36   E_DFT=    2.909046  Re=   -2.107421  Im=566017.618745
n=37   E_DFT=    2.909046  Re=   -1.141200  Im=574997.537562
n=38   E_DFT=    3.282128  Re=   95.483179  Im=-36238.801920
n=39   E_DFT=    3.282128  Re=   88.810672  Im=-49201.015615
n=40   E_DFT=    5.167172  Re=   -5.063531  Im=-959158.493769
n=41   E_DFT=    5.167172  Re=   -5.811545  Im=-959105.739656
n=42   E_DFT=    5.582654  Re=  -97.290280  Im=4166016.714619
n=43   E_DFT=    5.582655  Re=  -90.420555  Im=4316846.732427
n=44   E_DFT=    7.149581  Re=  -31.258657  Im=-384537.075439
n=45   E_DFT=    7.149582  Re=  -36.542881  Im=-275625.830787
n=46   E_DFT=    7.620482  Re=   82.896909  Im=102565.728609
n=47   E_DFT=    7.620482  Re=   80.090456  Im=102859.412886
n=48   E_DFT=    7.714038  Re=   42.595096  Im=-284257.539978
n=49   E_DFT=    7.714038  Re=   50.479806  Im=-47526.450268
n=50   E_DFT=    9.159379  Re=   -7.866569  Im=37467.314688
n=51   E_DFT=    9.159379  Re=  -10.848205  Im=25340.292077
n=52   E_DFT=    9.701627  Re=   20.442287  Im=1444065.281304
n=53   E_DFT=    9.701627  Re=   10.822205  Im=1566520.617207
n=54   E_DFT=   10.083475  Re=  202.323306  Im=-382485.975367
n=55   E_DFT=   10.083475  Re=  178.218106  Im=-228918.510523
n=56   E_DFT=   10.160898  Re=  -32.947248  Im=-95592.012396
n=57   E_DFT=   10.160898  Re=  -33.596872  Im=-57727.924707
n=58   E_DFT=   12.372287  Re=  559.611712  Im=-26732.738577
n=59   E_DFT=   12.372287  Re=  584.156796  Im=-20668.548056
n=60   E_DFT=   13.551373  Re=   32.028317  Im=361009.656767
n=61   E_DFT=   13.551373  Re=   32.659009  Im=374759.326714
n=62   E_DFT=   13.877356  Re=   43.522327  Im=-159295.381413
n=63   E_DFT=   13.877356  Re=   44.378746  Im=-173668.920900
n=64   E_DFT=   14.834136  Re=  118.641165  Im=-945913.257124
n=65   E_DFT=   14.834136  Re=  117.999742  Im=-1006651.088458
n=66   E_DFT=   15.592297  Re=   73.268330  Im=109507.452619
n=67   E_DFT=   15.592297  Re=   72.960497  Im=121285.762568
n=68   E_DFT=   16.262768  Re=   -3.100857  Im=-260316.388247
n=69   E_DFT=   16.262768  Re=  -12.657609  Im=-194343.037162
n=70   E_DFT=   17.047679  Re=   -4.669439  Im=-1456720.930889
n=71   E_DFT=   17.047679  Re=    3.742494  Im=-1463831.066018
n=72   E_DFT=   17.205224  Re=   71.762836  Im=-1101516.835297
n=73   E_DFT=   17.205224  Re=   71.950085  Im=-1101004.197280
n=74   E_DFT=   17.670259  Re=  232.106442  Im=-132697.348600
n=75   E_DFT=   17.670259  Re=  232.689745  Im=-113672.897942
n=76   E_DFT=   19.471023  Re=   36.280028  Im=526628.667422
n=77   E_DFT=   19.471023  Re=   34.864918  Im=511329.820854
n=78   E_DFT=   19.564059  Re=   52.198110  Im=381208.678513
n=79   E_DFT=   19.564059  Re=   51.522632  Im=384187.162225
n=80   E_DFT=   19.767101  Re=  180.108403  Im=-99910.566089
n=81   E_DFT=   19.767101  Re=  172.760607  Im=-100937.850574
n=82   E_DFT=   20.779954  Re=  119.963604  Im= 1193.973519
n=83   E_DFT=   20.779954  Re=  120.954885  Im=-4765.526027
n=84   E_DFT=   21.104216  Re=  -23.538390  Im=237448.313860
n=85   E_DFT=   21.104217  Re=  -55.964812  Im=214650.388183
n=86   E_DFT=   21.222122  Re=   75.255293  Im=165900.605357
n=87   E_DFT=   21.222123  Re=   36.331896  Im=34838.212821
n=88   E_DFT=   22.748402  Re=   50.893532  Im=-433211.092611
n=89   E_DFT=   22.748403  Re=   27.088278  Im=-460059.980960
n=90   E_DFT=   22.758944  Re=  104.074568  Im=-945210.737750
n=91   E_DFT=   22.758945  Re=   57.853413  Im=-1001659.284428
n=92   E_DFT=   22.917925  Re=   41.813711  Im=198736.631996
n=93   E_DFT=   22.917928  Re=  -14.633078  Im=32857.928267
n=94   E_DFT=   22.949454  Re=  116.006418  Im=-129048.256842
n=95   E_DFT=   22.949454  Re=  115.051835  Im=-124918.635849
n=96   E_DFT=   24.063735  Re=   26.188422  Im=364086.883317
n=97   E_DFT=   24.063736  Re=   32.226925  Im=328009.055859
n=98   E_DFT=   24.084712  Re=  118.178073  Im=-350081.999042
