n=82   E_DFT=   20.779973  Re=   -3.777007  Im=-466790.463636
n=83   E_DFT=   20.779973  Re=   -7.644091  Im=-482213.627393
n=84   E_DFT=   21.104207  Re=  665.169110  Im=220052.260576
n=85   E_DFT=   21.104208  Re=  583.776662  Im=-17091.600698
n=86   E_DFT=   21.222151  Re= -118.054416  Im=-131065.152812
n=87   E_DFT=   21.222153  Re= -208.831464  Im=-408143.738156
n=88   E_DFT=   22.748399  Re=  -12.430698  Im=-477220.153642
n=89   E_DFT=   22.748399  Re=  -26.001049  Im=-518699.051686
n=90   E_DFT=   22.758948  Re=  -15.958972  Im=-937610.977940
n=91   E_DFT=   22.758948  Re=  -54.565557  Im=-753827.218665
n=92   E_DFT=   22.917937  Re=  170.518843  Im=-546115.278042
n=93   E_DFT=   22.917937  Re=   93.042722  Im=-368083.255748
n=94   E_DFT=   22.949459  Re=  132.292214  Im=-150511.552080
n=95   E_DFT=   22.949459  Re=  134.775886  Im=-158148.217518
n=96   E_DFT=   24.063724  Re=  -30.402792  Im=-118178.425857
n=97   E_DFT=   24.063725  Re=  -15.377744  Im=-102719.407211
n=98   E_DFT=   24.084721  Re=   36.134211  Im=-866370.057192
n=99   E_DFT=   24.084721  Re=   43.976835  Im=-862269.562486

k-point 27:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.468366  Re=  -41.299247  Im=-83066.370560
n=1    E_DFT=  -65.468363  Re=  -54.106539  Im=-92169.673931
n=2    E_DFT=  -42.219225  Re=  -65.491350  Im=1612461.136993
n=3    E_DFT=  -42.204416  Re=  -56.838954  Im=89683.565632
n=4    E_DFT=  -39.715679  Re=  -38.116402  Im=749963.058476
n=5    E_DFT=  -39.696202  Re=  -48.954322  Im=-774173.984986
n=6    E_DFT=  -39.570623  Re=  -73.671549  Im=-474336.904576
n=7    E_DFT=  -39.568905  Re=  -78.560362  Im=-308916.090238
n=8    E_DFT=  -17.545459  Re=  -59.259494  Im= 2771.816550
n=9    E_DFT=  -17.506053  Re=  -64.600384  Im= 4008.087865
n=10   E_DFT=  -17.368634  Re= -139.415408  Im=-677249.442640
n=11   E_DFT=  -17.365576  Re= -148.359918  Im=-645271.874336
n=12   E_DFT=  -10.630582  Re=   37.074810  Im=-75647.547213
n=13   E_DFT=  -10.619141  Re=   33.422383  Im=-100069.568254
n=14   E_DFT=  -10.254313  Re=   57.988222  Im=-1664086.061357
n=15   E_DFT=  -10.244392  Re=   62.750453  Im=-1728918.335438
n=16   E_DFT=   -9.147470  Re=  -46.011136  Im=-181553.095330
n=17   E_DFT=   -9.142133  Re=  -45.208298  Im=-181506.947678
n=18   E_DFT=   -8.577071  Re=  356.793880  Im=2887948.037362
n=19   E_DFT=   -8.560055  Re=  332.324565  Im=2782662.507388
n=20   E_DFT=   -7.703408  Re=  -37.833591  Im=-650225.015537
n=21   E_DFT=   -7.638031  Re=  -37.221211  Im=-735759.920725
n=22   E_DFT=   -7.117232  Re=   48.477750  Im=390625.117996
n=23   E_DFT=   -7.105351  Re=   43.580728  Im=469971.054514
n=24   E_DFT=   -5.867653  Re=  111.460697  Im=-1853289.776467
n=25   E_DFT=   -5.764840  Re=  118.177908  Im=-1736188.912914
n=26   E_DFT=   -3.108348  Re=  -96.358814  Im=12402303.320719
n=27   E_DFT=   -3.088699  Re= -118.986412  Im=11561562.089675
n=28   E_DFT=   -2.527624  Re=   60.505673  Im=-7858968.337607
n=29   E_DFT=   -2.424766  Re=   45.707072  Im=-8519438.260189
n=30   E_DFT=   -2.018797  Re= -214.118421  Im=-2383736.026532
n=31   E_DFT=   -2.014002  Re= -193.850528  Im=-2168850.043436
n=32   E_DFT=   -0.900251  Re= -213.029687  Im=764455.458599
n=33   E_DFT=   -0.871188  Re= -218.712975  Im=1007693.371983
n=34   E_DFT=    1.945954  Re=   15.482207  Im=-432370.503887
n=35   E_DFT=    1.983571  Re=   18.013813  Im=-431056.499361
n=36   E_DFT=    3.821254  Re=   -5.250215  Im=31045.921480
n=37   E_DFT=    3.848376  Re=   40.615573  Im=-243148.645142
n=38   E_DFT=    3.878470  Re=   27.085567  Im=-223230.157627
n=39   E_DFT=    3.888886  Re=   -9.229946  Im=-41018.259267
n=40   E_DFT=    4.941519  Re=  -15.200042  Im=-2645296.151197
n=41   E_DFT=    4.945467  Re=  -23.067161  Im=-2751064.366714
n=42   E_DFT=    5.062526  Re=   -9.878047  Im=2149004.222039
n=43   E_DFT=    5.065571  Re=   -5.466939  Im=2110757.637072
n=44   E_DFT=    5.970863  Re=  171.374944  Im=1501360.718780
n=45   E_DFT=    5.985592  Re=  183.449440  Im=1353372.568370
n=46   E_DFT=    7.712110  Re=   34.067677  Im=-54387.394846
n=47   E_DFT=    7.716256  Re=   32.946874  Im=-43512.113456
n=48   E_DFT=    8.225864  Re=   29.194873  Im=837532.542258
n=49   E_DFT=    8.236310  Re=   29.869212  Im=842654.125562
n=50   E_DFT=    9.059452  Re=  -71.843003  Im=304362.096821
n=51   E_DFT=    9.065223  Re=  -67.134659  Im=345226.957586
n=52   E_DFT=    9.639267  Re=   81.071723  Im=-3021963.008533
n=53   E_DFT=    9.642214  Re=   77.831102  Im=-3073152.433547
n=54   E_DFT=   10.407411  Re=    2.493817  Im=-11181.779388
n=55   E_DFT=   10.439780  Re=    2.260177  Im=18208.985399
n=56   E_DFT=   11.974972  Re=   10.445262  Im=1211368.711161
n=57   E_DFT=   11.982248  Re=   13.074700  Im=1320322.021897
n=58   E_DFT=   13.134247  Re=   24.484351  Im=597928.225802
n=59   E_DFT=   13.137584  Re=   26.219959  Im=576542.708839
n=60   E_DFT=   13.174717  Re=   45.320113  Im=-289598.572590
n=61   E_DFT=   13.179384  Re=   40.229222  Im=-291616.795260
n=62   E_DFT=   14.314040  Re=   57.602153  Im=245073.826511
n=63   E_DFT=   14.317396  Re=   56.741209  Im=266009.830759
n=64   E_DFT=   14.782152  Re=   24.256957  Im=59976.766124
n=65   E_DFT=   14.823562  Re=   23.331641  Im=30368.901176
n=66   E_DFT=   15.868758  Re=   86.640511  Im=-85949.547902
n=67   E_DFT=   15.902556  Re=   87.012302  Im=-127520.274036
n=68   E_DFT=   16.231175  Re=   19.175383  Im=402664.974690
n=69   E_DFT=   16.237870  Re=   20.330812  Im=400346.178023
n=70   E_DFT=   16.957433  Re=  122.349369  Im=-703008.689322
n=71   E_DFT=   16.962788  Re=  117.814610  Im=-677203.078372
n=72   E_DFT=   17.403832  Re=   66.732073  Im=34981.472405
n=73   E_DFT=   17.455879  Re=   68.477853  Im=93051.824411
n=74   E_DFT=   17.926378  Re=  192.633961  Im=271666.423727
n=75   E_DFT=   17.928274  Re=  188.547450  Im=256329.592343
n=76   E_DFT=   18.305840  Re=  114.693319  Im=-881452.573710
n=77   E_DFT=   18.308607  Re=  113.787412  Im=-891083.468752
n=78   E_DFT=   19.025693  Re=  147.122093  Im= 6317.990264
n=79   E_DFT=   19.025789  Re=  146.717617  Im= 9003.568734
n=80   E_DFT=   19.939287  Re=  180.385268  Im=187752.981801
n=81   E_DFT=   19.940015  Re=  178.250418  Im=215361.788706
n=82   E_DFT=   19.999147  Re=  103.079851  Im=1475866.221554
n=83   E_DFT=   20.005207  Re=  101.948996  Im=1471651.911477
n=84   E_DFT=   21.135561  Re=  207.395070  Im=310647.102655
n=85   E_DFT=   21.153869  Re=  207.529567  Im=314499.179661
n=86   E_DFT=   21.528341  Re=   78.773810  Im=982887.493993
n=87   E_DFT=   21.532865  Re=   77.642508  Im=989264.499207
n=88   E_DFT=   22.096326  Re=   97.647248  Im=-1774300.487802
n=89   E_DFT=   22.098251  Re=   95.971843  Im=-1848371.602482
n=90   E_DFT=   22.640344  Re=   59.415597  Im=310863.403766
n=91   E_DFT=   22.645731  Re=   54.641064  Im=329992.791520
n=92   E_DFT=   22.798633  Re=  180.240668  Im=990712.380645
n=93   E_DFT=   22.799410  Re=  184.996286  Im=1038041.882517
n=94   E_DFT=   23.679960  Re=  150.150160  Im=-739844.317823
n=95   E_DFT=   23.683921  Re=  148.569173  Im=-719117.337399
n=96   E_DFT=   23.952070  Re=   58.218860  Im=-694391.887968
n=97   E_DFT=   23.979217  Re=   56.940198  Im=-697773.224769
n=98   E_DFT=   24.160328  Re=   99.679165  Im=-989522.278270
n=99   E_DFT=   24.160695  Re=  103.473015  Im=-1028807.166647

k-point 28:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.401753  Re=  -94.200534  Im=-154335.252104
n=1    E_DFT=  -65.401749  Re=  -94.263760  Im=-160692.787541
n=2    E_DFT=  -42.229735  Re=  -70.691041  Im=1558492.904167
n=3    E_DFT=  -42.207313  Re=  -34.029730  Im=125557.704021
n=4    E_DFT=  -39.712518  Re=  -84.476433  Im=971346.644300
n=5    E_DFT=  -39.665405  Re=  -19.479144  Im=-1092754.160664
n=6    E_DFT=  -39.615870  Re=  -61.337408  Im=-314538.680588
n=7    E_DFT=  -39.600708  Re=  -39.452711  Im=-1140547.479696
n=8    E_DFT=  -17.264211  Re=  133.171444  Im=169272.421145
n=9    E_DFT=  -17.213289  Re=  483.512051  Im=-6275.485449
n=10   E_DFT=  -17.209746  Re=  473.607441  Im= 7418.188500
n=11   E_DFT=  -17.200956  Re=  151.524138  Im=181510.408634
n=12   E_DFT=  -10.766231  Re= -820.036737  Im=-60725.769414
n=13   E_DFT=  -10.757805  Re= -812.866186  Im=-141372.488395
n=14   E_DFT=   -9.906112  Re=  -28.936744  Im=75075.458891
n=15   E_DFT=   -9.870739  Re=  -28.279038  Im=71561.578644
n=16   E_DFT=   -9.445776  Re=   89.831043  Im=-291474.783316
n=17   E_DFT=   -9.385695  Re=   84.573091  Im=-342565.818949
n=18   E_DFT=   -8.878070  Re= -208.976828  Im=-89259.520694
n=19   E_DFT=   -8.854908  Re= -217.546813  Im=-114979.617778
n=20   E_DFT=   -8.284119  Re=  -45.607515  Im=180896.080909
n=21   E_DFT=   -8.234566  Re=  -44.514756  Im=150864.083134
n=22   E_DFT=   -7.583150  Re= -814.406189  Im=-158206.212291
n=23   E_DFT=   -7.561274  Re= -793.675979  Im=-87751.982168
n=24   E_DFT=   -5.409091  Re= -358.987490  Im=-1747135.178763
n=25   E_DFT=   -5.275093  Re= -354.329568  Im=-1520068.837382
n=26   E_DFT=   -3.542935  Re=  588.987537  Im=507170.273578
n=27   E_DFT=   -3.539281  Re=  600.513187  Im=474909.370277
n=28   E_DFT=   -2.366516  Re= 1267.866034  Im=-3476985.193737
n=29   E_DFT=   -2.336867  Re= 1283.261283  Im=-3420697.609468
n=30   E_DFT=   -1.816692  Re=   -5.735437  Im=1782770.413489
n=31   E_DFT=   -1.687885  Re=  -20.841645  Im=1768480.467079
n=32   E_DFT=   -0.441932  Re=   13.394005  Im=5881896.206401
n=33   E_DFT=   -0.365453  Re=    5.213265  Im=5886180.004885
n=34   E_DFT=    2.027517  Re=  350.034973  Im=474587.611092
n=35   E_DFT=    2.166009  Re=  360.503580  Im=546270.579525
n=36   E_DFT=    2.546329  Re=   26.473858  Im=374585.473362
n=37   E_DFT=    2.549616  Re=   26.379440  Im=357331.242799
n=38   E_DFT=    4.795571  Re=  -98.670138  Im=326905.727598
n=39   E_DFT=    4.805630  Re= -101.128902  Im=345830.694260
n=40   E_DFT=    5.763805  Re= -203.993770  Im=-255000.534385
n=41   E_DFT=    5.819486  Re= -210.674852  Im=-240440.524619
n=42   E_DFT=    6.369919  Re= -123.294461  Im=-76747.767606
n=43   E_DFT=    6.388270  Re= -149.930203  Im=-97283.515012
n=44   E_DFT=    7.152657  Re=  313.625861  Im=-1492610.043995
n=45   E_DFT=    7.168996  Re=  288.462874  Im=-1503027.272258
n=46   E_DFT=    7.275098  Re=  444.260394  Im=47062.356628
n=47   E_DFT=    7.335306  Re=  435.448497  Im=24327.568919
n=48   E_DFT=    7.705667  Re= -752.764742  Im=-557671.765466
n=49   E_DFT=    7.735533  Re= -769.079877  Im=-561311.738742
n=50   E_DFT=    7.753142  Re=  348.862734  Im=625354.235427
n=51   E_DFT=    7.772107  Re=  355.881287  Im=626174.002221
n=52   E_DFT=    9.011498  Re=  125.977291  Im=15962.770570
n=53   E_DFT=    9.011504  Re=  124.005514  Im=16090.516703
n=54   E_DFT=   10.574251  Re= -109.235817  Im=145352.460656
n=55   E_DFT=   10.635186  Re= -118.599705  Im=149439.770137
n=56   E_DFT=   11.716412  Re= -522.631225  Im=-1251127.944624
n=57   E_DFT=   11.720744  Re= -528.336482  Im=-1209290.045536
n=58   E_DFT=   12.955239  Re=  106.434992  Im=-218811.995313
n=59   E_DFT=   12.958489  Re=  101.629332  Im=-214856.828571
n=60   E_DFT=   13.252671  Re=   69.020760  Im=85367.034141
n=61   E_DFT=   13.342427  Re=   53.850143  Im=220172.958767
n=62   E_DFT=   13.364059  Re=   63.057790  Im=199613.280915
n=63   E_DFT=   13.476003  Re=   82.213302  Im=53801.275070
n=64   E_DFT=   14.107595  Re=  -37.029074  Im=655930.665491
n=65   E_DFT=   14.113370  Re=  -36.322211  Im=661128.868336
n=66   E_DFT=   14.875279  Re= -225.892118  Im=-744866.179765
n=67   E_DFT=   14.890626  Re= -232.050160  Im=-728779.237389
n=68   E_DFT=   15.448254  Re= -364.622573  Im=-459216.661834
n=69   E_DFT=   15.467093  Re= -355.892770  Im=-449987.539287
n=70   E_DFT=   17.704695  Re=  -12.483181  Im=-357404.854558
n=71   E_DFT=   17.719314  Re=  -13.451159  Im=-350576.886514
n=72   E_DFT=   19.267540  Re=  101.790978  Im=-308420.321009
n=73   E_DFT=   19.267695  Re=   98.581581  Im=-308756.809849
n=74   E_DFT=   20.137514  Re=   21.049740  Im=654594.816895
n=75   E_DFT=   20.164076  Re=   16.351130  Im=644392.563006
n=76   E_DFT=   20.174201  Re=  -22.024358  Im=-1436294.870873
n=77   E_DFT=   20.177655  Re=  -26.594654  Im=-1437421.253893
n=78   E_DFT=   20.213239  Re=  262.135147  Im=504671.740169
n=79   E_DFT=   20.220905  Re=  259.914918  Im=518427.156044
n=80   E_DFT=   20.465450  Re=  378.675664  Im=-176231.665952
n=81   E_DFT=   20.480211  Re=  386.556231  Im=-191383.613720
n=82   E_DFT=   20.512609  Re=  281.290507  Im=29609.434065
n=83   E_DFT=   20.520726  Re=  174.444101  Im=-140675.761711
n=84   E_DFT=   20.526788  Re=  299.690206  Im=52348.997042
n=85   E_DFT=   20.554461  Re=  192.813458  Im=-110894.253834
n=86   E_DFT=   21.406838  Re= -114.714064  Im=-269484.154924
n=87   E_DFT=   21.420543  Re= -109.250168  Im=-286105.594971
n=88   E_DFT=   21.673206  Re=  326.234292  Im=-99281.622664
n=89   E_DFT=   21.673824  Re=  330.258297  Im=-102156.341188
n=90   E_DFT=   21.730669  Re=  319.138905  Im=191888.579606
n=91   E_DFT=   21.732629  Re=  319.215760  Im=188396.116867
n=92   E_DFT=   22.792822  Re=  659.244797  Im=437048.472544
n=93   E_DFT=   22.797310  Re=  670.293361  Im=426457.066146
n=94   E_DFT=   22.829911  Re=  295.367497  Im=-209349.024631
n=95   E_DFT=   22.891091  Re=  278.707622  Im=-200792.472046
n=96   E_DFT=   23.836684  Re=  188.729563  Im=-89920.725636
n=97   E_DFT=   23.839576  Re=  188.548824  Im=-88381.077049
n=98   E_DFT=   23.928702  Re=  382.128012  Im=-811583.293502
n=99   E_DFT=   23.929768  Re=  390.996589  Im=-802152.237656

k-point 29:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.468367  Re= -129.067404  Im=-222534.452771
n=1    E_DFT=  -65.468364  Re= -125.030026  Im=-224915.208149
n=2    E_DFT=  -42.219225  Re=  -50.859107  Im=2335678.944036
n=3    E_DFT=  -42.204416  Re=  -21.315683  Im=-1082058.263517
n=4    E_DFT=  -39.715679  Re=  -53.021350  Im=1328039.847559
n=5    E_DFT=  -39.696202  Re=   -3.817591  Im=-1398339.938131
n=6    E_DFT=  -39.570621  Re=  -35.498036  Im=-633187.339688
n=7    E_DFT=  -39.568904  Re=  -34.852232  Im=-950192.560722
n=8    E_DFT=  -17.545462  Re= -109.367076  Im=301347.038522
n=9    E_DFT=  -17.506055  Re=  -94.563208  Im=332677.288212
n=10   E_DFT=  -17.368643  Re= -350.661834  Im=110234.042876
n=11   E_DFT=  -17.365585  Re= -354.807220  Im=142188.290948
n=12   E_DFT=  -10.630581  Re=  735.174998  Im=-75975.939917
n=13   E_DFT=  -10.619140  Re=  715.217932  Im=-53881.456119
n=14   E_DFT=  -10.254302  Re= -169.115532  Im=1309345.032576
n=15   E_DFT=  -10.244380  Re= -190.873910  Im=1285855.216184
n=16   E_DFT=   -9.147469  Re= -206.472488  Im=275604.858261
n=17   E_DFT=   -9.142133  Re= -217.862281  Im=323026.448939
n=18   E_DFT=   -8.577062  Re= 1637.330637  Im=-1356129.206286
n=19   E_DFT=   -8.560046  Re= 1597.775087  Im=-1336792.617617
n=20   E_DFT=   -7.703405  Re= -539.399493  Im=-849900.491363
n=21   E_DFT=   -7.638028  Re= -536.477227  Im=-976831.115394
n=22   E_DFT=   -7.117239  Re=  -56.737993  Im=-355733.178145
n=23   E_DFT=   -7.105358  Re=  -36.277315  Im=-454587.384392
n=24   E_DFT=   -5.867652  Re=  655.590482  Im=-1118093.468576
n=25   E_DFT=   -5.764839  Re=  715.266823  Im=-644529.857781
n=26   E_DFT=   -3.108351  Re= -695.419768  Im=7359655.291738
n=27   E_DFT=   -3.088702  Re= -854.700352  Im=6469611.562855
n=28   E_DFT=   -2.527641  Re= -372.417605  Im=-2645622.599248
n=29   E_DFT=   -2.424782  Re= -477.251000  Im=-3033796.482098
n=30   E_DFT=   -2.018800  Re=-2488.613510  Im=-476941.775070
n=31   E_DFT=   -2.014005  Re=-2633.289069  Im=-247276.250324
n=32   E_DFT=   -0.900227  Re=  691.230019  Im=1896394.281956
n=33   E_DFT=   -0.871164  Re=  583.176877  Im=2055458.068920
n=34   E_DFT=    1.945958  Re=  655.948529  Im=-199467.362179
n=35   E_DFT=    1.983574  Re=  676.024876  Im=-192631.676842
n=36   E_DFT=    3.821262  Re=  -38.566102  Im=944660.464881
n=37   E_DFT=    3.848386  Re= -234.623629  Im=944199.723943
n=38   E_DFT=    3.878478  Re= -161.015129  Im=974083.611595
n=39   E_DFT=    3.888893  Re=   72.671433  Im=968378.319295
n=40   E_DFT=    4.941524  Re= -562.764788  Im=-1634725.065607
n=41   E_DFT=    4.945472  Re= -571.114802  Im=-1631860.672437
n=42   E_DFT=    5.062527  Re=  -96.391656  Im=-1615342.907022
n=43   E_DFT=    5.065572  Re= -111.983647  Im=-1596247.002918
n=44   E_DFT=    5.970867  Re=  269.306416  Im=534660.972028
n=45   E_DFT=    5.985595  Re=  271.468627  Im=433843.370385
n=46   E_DFT=    7.712101  Re=  345.837979  Im=-260898.615352
n=47   E_DFT=    7.716247  Re=  355.402893  Im=-260792.955898
n=48   E_DFT=    8.225860  Re=  578.685713  Im=-140554.051242
n=49   E_DFT=    8.236306  Re=  576.573765  Im=-173416.574679
n=50   E_DFT=    9.059438  Re= -856.244061  Im=564370.000927
n=51   E_DFT=    9.065208  Re= -864.039827  Im=572956.664159
n=52   E_DFT=    9.639270  Re= 1145.238732  Im=55965.974591
n=53   E_DFT=    9.642217  Re= 1140.636342  Im=59299.412827
n=54   E_DFT=   10.407411  Re= -295.217204  Im=-1210511.781522
n=55   E_DFT=   10.439780  Re= -293.880591  Im=-1204616.862456
n=56   E_DFT=   11.974981  Re= -602.842507  Im=1080321.002125
n=57   E_DFT=   11.982258  Re= -613.267288  Im=1180407.295745
n=58   E_DFT=   13.134238  Re= -272.009541  Im=-75932.351523
n=59   E_DFT=   13.137575  Re= -289.974078  Im=-75145.175474
n=60   E_DFT=   13.174711  Re= -642.312623  Im=-154218.356119
n=61   E_DFT=   13.179378  Re= -685.260334  Im=-173322.036873
n=62   E_DFT=   14.314031  Re=  658.687824  Im=-100678.603087
n=63   E_DFT=   14.317388  Re=  669.296677  Im=-112600.473585
n=64   E_DFT=   14.782139  Re=  248.127813  Im=-483209.745297
n=65   E_DFT=   14.823550  Re=  212.900772  Im=-483638.699371
n=66   E_DFT=   15.868745  Re=  239.488211  Im=-309408.461264
n=67   E_DFT=   15.902543  Re=  281.457663  Im=-278183.793367
n=68   E_DFT=   16.231161  Re=    0.241508  Im=126918.814613
n=69   E_DFT=   16.237856  Re=   -2.462818  Im=127014.027190
n=70   E_DFT=   16.957426  Re= 1151.316713  Im=21353.383790
n=71   E_DFT=   16.962780  Re= 1185.767787  Im=38540.986453
n=72   E_DFT=   17.403846  Re=  330.188915  Im=-490356.267192
n=73   E_DFT=   17.455894  Re=  316.339932  Im=-464509.285179
n=74   E_DFT=   17.926363  Re=   46.632612  Im=-159046.945694
n=75   E_DFT=   17.928260  Re=   65.473576  Im=-197251.581717
n=76   E_DFT=   18.305843  Re=  142.739061  Im=-146341.990141
n=77   E_DFT=   18.308610  Re=  144.746035  Im=-161580.127477
n=78   E_DFT=   19.025699  Re=  748.664297  Im=-509095.024800
n=79   E_DFT=   19.025795  Re=  760.467434  Im=-531718.369386
n=80   E_DFT=   19.939299  Re=  318.339118  Im=134786.182137
n=81   E_DFT=   19.940027  Re=  318.765118  Im=123591.089950
n=82   E_DFT=   19.999127  Re= -282.659829  Im=250677.312094
n=83   E_DFT=   20.005188  Re= -276.913069  Im=242745.399573
n=84   E_DFT=   21.135549  Re=  220.286822  Im=-200737.949919
n=85   E_DFT=   21.153857  Re=  219.400821  Im=-195719.899481
n=86   E_DFT=   21.528349  Re=  143.470394  Im=389207.123901
n=87   E_DFT=   21.532873  Re=  140.304467  Im=372587.927575
n=88   E_DFT=   22.096333  Re=  -38.950503  Im=571175.366108
n=89   E_DFT=   22.098257  Re=  -31.079601  Im=574785.827919
n=90   E_DFT=   22.640336  Re=  202.249053  Im=-179461.304102
n=91   E_DFT=   22.645723  Re=  201.707352  Im=-166723.780841
n=92   E_DFT=   22.798631  Re=   16.492176  Im=-84106.360512
n=93   E_DFT=   22.799409  Re=   -4.072652  Im=-86638.062742
n=94   E_DFT=   23.679967  Re=  192.771725  Im=513402.813517
n=95   E_DFT=   23.683928  Re=  193.749809  Im=519370.671105
n=96   E_DFT=   23.952066  Re= -331.738658  Im=674454.739967
n=97   E_DFT=   23.979216  Re= -335.628940  Im=667115.706104
n=98   E_DFT=   24.160319  Re=  251.544021  Im= -448.917413
n=99   E_DFT=   24.160687  Re=  257.075143  Im=  222.392202

k-point 30:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.465980  Re= -106.882026  Im=99319.157883
n=1    E_DFT=  -65.465980  Re=  -92.872210  Im=99910.455620
n=2    E_DFT=  -42.126171  Re=  -39.080996  Im=3230879.310595
n=3    E_DFT=  -42.126171  Re=  -56.637994  Im=-2164771.640750
n=4    E_DFT=  -39.593526  Re=  -72.464236  Im=-1560859.034473
n=5    E_DFT=  -39.593526  Re=  -44.302188  Im=828858.917376
n=6    E_DFT=  -39.464893  Re=  -36.768846  Im=-3692748.150866
n=7    E_DFT=  -39.464893  Re=  -30.745439  Im=3643236.354374
n=8    E_DFT=  -18.989633  Re=  -37.090401  Im=-306233.336044
n=9    E_DFT=  -18.989633  Re=  -32.632814  Im=-318525.816501
n=10   E_DFT=  -18.014213  Re=  134.778168  Im=-513978.990490
n=11   E_DFT=  -18.014213  Re=  123.589013  Im=-520594.603904
n=12   E_DFT=  -10.482477  Re=  100.887787  Im=-1094558.605259
n=13   E_DFT=  -10.482477  Re=  112.150592  Im=-1088683.131590
n=14   E_DFT=   -8.606810  Re=  -89.921753  Im=-952781.543305
n=15   E_DFT=   -8.606810  Re=  -83.507873  Im=-824520.952357
n=16   E_DFT=   -8.256220  Re=  -77.899324  Im=457380.454732
n=17   E_DFT=   -8.256220  Re=  -72.044879  Im=382862.882859
n=18   E_DFT=   -7.436873  Re=  -95.830872  Im=-38541.607510
n=19   E_DFT=   -7.436873  Re=  -96.091844  Im=29161.069670
n=20   E_DFT=   -7.317409  Re= -331.654754  Im=99511.822822
n=21   E_DFT=   -7.317409  Re= -341.909598  Im=107517.244473
n=22   E_DFT=   -6.409759  Re=  -93.927866  Im=496995.361548
n=23   E_DFT=   -6.409759  Re= -110.773499  Im=479362.701024
n=24   E_DFT=   -5.682867  Re= -347.676352  Im=-2744464.537784
n=25   E_DFT=   -5.682867  Re= -316.309298  Im=-2840119.468029
n=26   E_DFT=   -3.039488  Re=  207.538806  Im=4341570.946191
n=27   E_DFT=   -3.039487  Re=  250.412589  Im=3609491.660447
n=28   E_DFT=   -2.737499  Re=   62.991795  Im=518241.563714
n=29   E_DFT=   -2.737496  Re=   65.056549  Im=-485183.543887
n=30   E_DFT=   -2.697295  Re=   34.141752  Im=219642.464108
n=31   E_DFT=   -2.697294  Re=   57.889048  Im=32601.289647
n=32   E_DFT=   -1.968034  Re=  440.475207  Im=-503025.957305
n=33   E_DFT=   -1.968034  Re=  542.147478  Im=-399338.627068
n=34   E_DFT=    2.575038  Re=  -24.893553  Im=-652159.648908
n=35   E_DFT=    2.575038  Re=  -29.973370  Im=-682834.948801
n=36   E_DFT=    4.137792  Re=   12.268623  Im=446697.258278
n=37   E_DFT=    4.137792  Re=    8.191841  Im=453047.660853
n=38   E_DFT=    4.498557  Re=   -2.162809  Im=-211006.995821
n=39   E_DFT=    4.498557  Re=   -1.249061  Im=-212032.140652
n=40   E_DFT=    5.011362  Re=  -33.189069  Im=2353329.738720
n=41   E_DFT=    5.011363  Re=  -33.047807  Im=2291773.007541
n=42   E_DFT=    5.208689  Re=   16.370258  Im=-309775.622209
n=43   E_DFT=    5.208689  Re=   14.556581  Im=-313749.379058
n=44   E_DFT=    6.274228  Re=   32.419428  Im=137905.295217
n=45   E_DFT=    6.274228  Re=   28.779389  Im=142680.949405
n=46   E_DFT=    6.755131  Re=  -27.940727  Im=-213989.234119
n=47   E_DFT=    6.755131  Re=  -30.750817  Im=-205621.344717
n=48   E_DFT=    7.214022  Re=  -58.859594  Im=-547227.775181
n=49   E_DFT=    7.214022  Re=  -77.511692  Im=-648928.140160
n=50   E_DFT=    7.784817  Re=  -56.311719  Im=213086.586183
n=51   E_DFT=    7.784817  Re=  -45.699148  Im=194890.889866
n=52   E_DFT=    9.124080  Re=   37.004083  Im=-1038065.914515
n=53   E_DFT=    9.124080  Re=   33.903176  Im=-1049051.409060
n=54   E_DFT=    9.888667  Re=   -8.432505  Im=236156.807866
n=55   E_DFT=    9.888667  Re=  -15.140220  Im=-1133337.027681
n=56   E_DFT=   10.280451  Re=  -15.786590  Im=5043381.725129
n=57   E_DFT=   10.280451  Re=   -7.901310  Im=3496495.260592
n=58   E_DFT=   11.412545  Re= -275.476383  Im=-31053.888887
n=59   E_DFT=   11.412545  Re= -332.121679  Im=-40477.600279
n=60   E_DFT=   12.579020  Re=  109.143651  Im=283325.199766
n=61   E_DFT=   12.579020  Re=  108.530881  Im=255523.840904
n=62   E_DFT=   13.626943  Re=   30.854859  Im=-388887.196557
n=63   E_DFT=   13.626943  Re=   28.755844  Im=-383837.944751
n=64   E_DFT=   15.232392  Re=  163.816130  Im=-121067.661710
n=65   E_DFT=   15.232392  Re=  161.718093  Im=-114645.188752
n=66   E_DFT=   15.261275  Re=  112.899205  Im=-630789.354247
n=67   E_DFT=   15.261276  Re=  107.741936  Im=-670841.717772
n=68   E_DFT=   16.200359  Re=  182.493282  Im=172812.949036
n=69   E_DFT=   16.200359  Re=  182.772010  Im=167049.691110
n=70   E_DFT=   16.815707  Re=   16.949322  Im=665762.775360
n=71   E_DFT=   16.815707  Re=   18.721199  Im=674217.493883
n=72   E_DFT=   17.301573  Re=   14.301284  Im=1326875.215635
n=73   E_DFT=   17.301573  Re=   11.475887  Im=1315254.577976
